title,ingredients,directions,NER,link,dish type,estimated kcal,estimated servings,llm_est_servings,llm_reason_servings,est. kcal / serving,are servings estimated,tot carbo,tot sugars,tot fiber,tot protein,original_row,is_gluten_free,is_crustacean_free,is_egg_free,is_fish_free,is_peanut_free,is_soy_free,is_milk_free,is_tree_nut_free,is_celery_free,is_mustard_free,is_sesame_free,is_sulphite_free,is_lupin_free,is_mollusc_free,is_halal,is_kosher,is_vegan,is_vegetarian,is_mediterranean
Butterhorn Rolls,"['7.0 g yeast', '80.0 g water', '123.6 g milk, scalded', '6.0 g salt', '54.0 g sugar', '1 egg (50.0 g)', '258.8 g flour']","['Dissolve yeast in water.', 'Cool milk and add it with egg, salt, sugar, then flour.', 'Mix and knead.', 'Let rinse until double in size.', 'Roll out in circles and brush with melted oleo.', 'Cut in pie-shaped wedges; roll up.', 'Brush with oleo again.', 'Let rise. Bake 15 minutes in 400° oven or until golden brown.']","[""egg"", ""sugar"", ""water"", ""flour"", ""yeast"", ""milk"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=305862,side,1695.6,8.0,4.0,directions suggest this kind of pan which is fitting for a 3 servings recipe,212.0,True,315.8,125.9,7.4,65.0,335410.0,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True
Butterhorn Rolls,"['7.0 g yeast', '108.0 g sugar', '102.0 g shortening', '6.0 g salt', '2 eggs (100.0 g)', '460.0 g flour']","['Soften yeast in 3 tablespoons warm water.', 'Combine sugar, shortening, 1 cup warm water, salt and eggs in large bowl.', 'Mix well.', 'Add yeast and flour; beat until smooth.', 'Cover and refrigerate overnight.']","[""sugar"", ""shortening"", ""eggs"", ""flour"", ""yeast"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=951402,side,3826.6,19.0,2.0,"directions suggest overnight refrigeration which is common for making dough that needs time to rise, indicating this could serve 2-3 people",201.4,True,452.8,116.3,12.9,102.1,44869.0,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Butterhorn Rolls,"['7.0 g yeast', '108.0 g sugar', '3 eggs, beaten slightly (150.0 g)', '460.0 g flour', '110.4 g butter', '247.2 g lukewarm milk', '3.0 g salt']","['Dissolve yeast, 1 tablespoon lukewarm water and 1 tablespoon sugar.', 'Put milk in large bowl and add yeast mixture.', 'Add sugar, oil, eggs, salt and flour.', 'Mix well with spoon.', 'Cover and keep at room temperature overnight.', 'Next day, about 4 hours before serving, knead slightly on floured board.', 'Divide in 2 equal parts.', 'Roll each into 16 pie shaped pieces.', 'Roll each piece from big end to small.', 'Let rise.', 'Bake at 425° for about 20 minutes or until golden brown.']","[""sugar"", ""eggs"", ""flour"", ""yeast"", ""milk"", ""butter"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=684907,side,3938.8,20.0,6.0,directions suggest this kind of pan which is fitting for a 3 servings recipe,196.9,True,587.9,251.1,12.9,146.6,354906.0,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True
Butterhorn Rolls,"['7.0 g dry yeast', '240.0 g plus 3 Tbsp. warm water', '108.0 g sugar', '204.0 g shortening', '6.0 g salt', '2 eggs, beaten (100.0 g)', '460.0 g sifted flour', '109.3 g butter']","['Plan to begin recipe the day before your special dinner. Dissolve yeast in 3 Tbsp. warm water.', 'Mix sugar, shortening, water, salt and eggs.', 'Stir in yeast and flour.', 'Knead thoroughly. Cover and refrigerate overnight.', 'Divide dough in half and roll out into a big circle.', 'Brush with 1/2 of the melted butter.', 'Cut into 16 pizza-like wedges.', 'Roll each wedge from large end to point like a crescent roll.', 'Place onto a greased baking sheet or seasoned stone.', 'Do the same to the other half of the dough. Allow 32 rolls to rise for about 2 hours in a warm place until doubled in size.', 'Bake until golden brown at 350°, about 15 to 20 minutes.']","[""sugar"", ""shortening"", ""eggs"", ""water"", ""flour"", ""yeast"", ""butter"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=41988,side,5512.1,28.0,16.0,"The recipe involves preparing dough the day before and shaping it into 16 rolls, suggesting it serves around 16 people.",196.9,True,452.9,116.3,12.9,103.0,863499.0,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True
Butterhorn Rolls,"['460.0 g flour', '3.0 g salt', '7.0 g dry yeast', '185.4 g warm milk', '54.7 g melted butter', '72.0 g sugar', '164.0 g butter', '60.0 g warm water', '1 egg, lightly beaten (50.0 g)']","['In a large bowl, combine flour, sugar and salt.', 'Cut in butter as for pie crust; set aside.', 'Dissolve yeast in water.', 'Add with the milk to the flour mixture; mix well.', 'Cover and refrigerate overnight.', 'Next day, divide dough into four equal parts.', 'On a lightly floured board, roll each portion into a 12-inch circle. Brush with 1 tablespoon of melted butter and cut into 12 pie-shaped wedges.', 'Roll up, beginning with the wide end, and place on greased cookie sheets.', 'Repeat with remaining dough.', 'Let rise in warm place until nearly doubled, about 1 hour.', 'Bake at 375° for 10 to 12 minutes or until golden brown.', 'Freeze in a plastic bag.', 'Defrost as needed.']","[""egg"", ""sugar"", ""warm water"", ""warm milk"", ""flour"", ""yeast"", ""butter"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=932646,side,4394.9,22.0,3.0,"The recipe involves dividing the dough into four equal parts, suggesting a portion size that could serve 3-4 people. The ingredients and directions indicate a smaller serving size.",199.8,True,517.2,181.1,12.9,94.6,80124.0,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True
Seafood Soup,"['450.0 g scallops', '450.0 g mussels, scrubbed, no beards', '90.0 g chopped celery', '0.7 g saffron', '237.6 g white wine', '0.3 g thyme', 'salt and pepper to taste', '1 bay leaf (0.6 g)', '10.8 g basil', '1 lb. boneless, skinless white fish (tautog, monkfish)', '241.2 g chopped onion', '6 tomatoes, cubed (738.0 g)', '1440.0 g water', '4.7 g chopped garlic', '2.4 g Tabasco sauce', '2.0 g parsley', '27.1 g olive oil']","['Cut fish into 1-inch cubes.', 'Heat oil in pot; add onions, garlic and celery until wilted.', 'Add tomatoes, Tabasco and saffron and cook over high heat for 4 minutes.', 'Add wine, water, thyme, bay leaf, salt and pepper.', 'Bring to a boil and cook for 15 minutes. Add fish, mussels and scallops.', 'Bring to a boil and simmer for 10 minutes.', 'Stir in parsley and basil.', 'Serves 6.']","[""scallops"", ""mussels"", ""tomatoes"", ""tabasco sauce"", ""saffron"", ""onion"", ""skinless white fish"", ""water"", ""celery"", ""basil"", ""thyme"", ""white wine"", ""parsley"", ""garlic"", ""bay leaf"", ""olive oil"", ""salt""]",www.cookbooks.com/Recipe-Details.aspx?id=436280,main,1783.0,6.0,6.0,Directions clearly state 'Serves 6.' This indicates the intended serving size.,297.2,False,119.4,34.6,15.0,173.4,652597.0,True,True,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,True
Seafood Soup,"['4.5 g olive oil', '1 medium onion, diced (110.0 g)', '4 stalks celery, sliced (160.0 g)', '3 medium carrots, diced (183.0 g)', '2 medium potatoes, diced (426.0 g)', '142.0 g baby clams, with juice', '120.0 g crabmeat, with juice', '960.0 g chicken stock, low fat, low sodium', '484.8 g half-and-half cream', 'salt and pepper']","['Place veggies in a large pot with olive oil.', 'Sautee over medium heat to get the veggies softened a little. (About 5 minutes.).', 'Add clams and crab meat.', 'Stir to blend.', 'Add liquids.', 'Simmer for about 20 minutes, until veggies are cooked through.', 'Serve.']","[""potatoes"", ""stalks celery"", ""onion"", ""crabmeat"", ""carrots"", ""chicken stock"", ""cream"", ""baby clams"", ""olive oil"", ""salt""]",www.food.com/recipe/seafood-soup-477356,main,2116.6,4.0,4.0,"The recipe involves a mix of vegetables and liquid ingredients, typical for a serving size of 4-6 people.",529.2,True,160.6,53.4,68.3,93.7,1821625.0,True,False,True,True,True,True,False,True,False,True,True,True,True,False,True,False,False,False,True
Seafood Soup,"['55.2 g extra-virgin olive oil', 'All-purpose flour, for dredging', '340.2 g monkfish, trimmed and cut into 2-inch pieces', '1 medium onion, chopped (110.0 g)', '120.0 g chopped celery', '32.3 g tomato paste', '0.9 g peperoncino flakes', '237.6 g dry white wine', '1 red bell pepper, chopped (119.0 g)', '793.8 g Italian plum tomatoes, preferably San Marzano, crushed by hand', '3 sprigs fresh thyme (1.5 g)', '3.0 g kosher salt', '2 dozen littleneck clams, scrubbed (360.0 g)', '900.0 g mussels, scrubbed', '450.0 g large shrimp, peeled and deveined', '226.8 g jumbo lump crabmeat, picked over', '2.0 g chopped fresh Italian parsley']","['Pour the olive oil into a large Dutch oven over medium-high heat.', 'Spread the flour on a plate, and dredge monkfish in the flour, tapping off the excess.', 'Slip the monkfish into oil and brown on all sides, about 3 to 4 minutes in all.', 'Remove the monkfish to a plate.', 'Add the onion and celery to the pot.', 'Cook, stirring occasionally, until onion is softened, about 5 minutes.', 'Push aside the vegetables to make a dry hot spot in the pan and add the tomato paste.', 'Let the tomato paste toast for a minute or two, then stir it into the onion and celery.', 'Sprinkle in the peperoncino, let toast another minute, then increase heat to high, pour in the wine, and stir.', 'Cook until the wine is reduced by half, then add the bell pepper, tomatoes, thyme, and salt.', 'Slosh out the tomato can with 2 cups water, and add that as well.', 'Bring to a rapid simmer, and cook until thickened, about 10 minutes.', 'Once the sauce has thickened, return the monkfish to the pot and let cook 2 minutes.', 'Add the littlenecks, cover the pot, and simmer until the clams just begin to open, about 4 to 5 minutes.', 'Add the mussels, cover, and cook until they begin to open, another 2 minutes.', 'Finally, add the shrimp and crabmeat.', 'Simmer, uncovered, until the shrimp are just cooked through, about 4 to 5 minutes.', 'Stir in the parsley, and serve in warm bowls.', 'Instead of the crabmeat, you can also use six king-crab legs, cracked in pieces, but if so add them just before the shrimp.']","[""extra-virgin olive oil"", ""mussels"", ""tomato paste"", ""italian plum tomatoes"", ""onion"", ""fresh italian parsley"", ""celery"", ""flour"", ""peperoncino flakes"", ""thyme"", ""red bell pepper"", ""monkfish"", ""white wine"", ""kosher salt"", ""littleneck clams"", ""shrimp"", ""lump crabmeat""]",www.epicurious.com/recipes/food/views/seafood-soup-385326,main,3876.5,6.0,4.0,The recipe yields 4 servings as stated in the directions and the quantities of ingredients seem appropriate for that serving size.,646.1,True,151.9,34.9,16.3,460.7,2215888.0,False,False,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,True
Seafood Soup,"['3 cod fillets (693.0 g)', 'fish stock', '300.0 g shrimp', '1 onion medium, finely chopped (110.0 g)', '1 garlic clove chopped (3.0 g)', '1 celery stalk chopped (40.0 g)', '1 leek chopped (89.0 g)', '1 carrot cubed (61.0 g)', 'red pepper cubed', '143.8 g flour', '78.7 g white wine', '300.0 g mussels', 'salt to taste', 'olive oil to taste', '1 bunch cilantro chopped, for garnish, optional']","['Begin by boiling the cod fillets in salt-seasoned water. Once boiling, add the fish stock.', 'When the fish is almost finished cooking, add the shrimp.', 'Turn off the heat and remove both the fish and the shrimp.', 'Strain the leftover broth and set it aside.', 'Saute the onion, then add the garlic and remaining vegetables. Saute until softened.', 'Slowly pour all of the flour over the sauteed vegetables and stir well until it is fully mixed and has no lumps.', 'Soak the mixture with the white wine, stirring constantly until it creates a thick puree.', 'Slowly add the broth that was set aside. Once boiling, mash the mixture to create a creamy soup.', 'Flake the fish, peel the shrimp, and add both to the soup. As soon as it starts to boil, add the mussels and cook until they open.', 'Serve immediately, plain or garnished with cilantro and a piece of toast.']","[""fish stock"", ""mussels"", ""cod fillets"", ""cilantro"", ""red pepper"", ""onion"", ""flour"", ""white wine"", ""carrot"", ""shrimp"", ""garlic"", ""olive oil"", ""salt""]",www.yummly.com/recipe/Seafood-Soup-897976,main,2327.5,4.0,4.0,"The recipe specifies quantities of cod fillets, shrimp, and mussels, which are significant components. These quantities suggest a serving size of around 4-5 people, but the shrimp and mussels being already specified in quantities that imply a specific serving size, I estimate this recipe serves approximately 4 people.",581.9,True,747.2,15.3,9.8,275.4,1592021.0,False,False,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,True
Sweet Potato Surprise,"['6 sweet potatoes, cooked (1278.0 g)', '216.6 g brown sugar', '12.0 g cornstarch', '2.0 g grated orange rind', '0.3 g cinnamon', '244.0 g apricot juice', '182.0 g drained apricots', '26.9 g butter', '54.5 g chopped pecans']","['Cut cooked sweet potatoes in halves and arrange on buttered 7 1/2 x 12-inch baking dish.', 'Combine sugar, cornstarch, orange rind, cinnamon and apricot juice in saucepan and cook until thick. Stirring constantly.', 'Stir in apricots, butter and pecans.', 'Pour over sweet potatoes.', 'Bake in moderate oven (375°) for 25 minutes. Makes 6 to 8 servings.']","[""apricots"", ""brown sugar"", ""cinnamon"", ""pecans"", ""cornstarch"", ""apricot juice"", ""sweet potatoes"", ""butter"", ""orange rind""]",www.cookbooks.com/Recipe-Details.aspx?id=642463,side,2977.0,6.0,4.0,"directions suggest 6 to 8 servings, but given the large amount of sweet potatoes (1278.0 g), it is more likely to serve fewer people",496.2,False,557.4,325.7,52.9,28.3,398618.0,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True
Sweet Potato Surprise,"['6 medium sweet potatoes (1278.0 g)', '324.0 g firmly packed light brown sugar', '12.0 g cornstarch', '2.0 g Orange zest', '0.3 g Cinnamon', '251.0 g Apricot nectar', '432.3 g sliced apricots, drained', '26.9 g butter', '54.5 g chopped pecans']","['Put sweet potatoes in pot & cover with water.', 'Bring to boil & boil on medium high heat for 20 minutes; drain well.', 'Cool until easily handled.', 'Preheat oven to 375F.', 'Remove peel from the sweet potatoes & discard.', 'Cut each potato into 1/2-inch slices.', 'Arrange sweet potato slices in a 2 qt baking dish.', 'Combine brown sugar, cornstarch, orange zest, & cinnamon in a medium saucepan & mix well.', 'Stir in apricot nectar.', 'Cook the mixture over medium heat, stirring continually, until thickened.', 'Stir in apricots.', 'Pour over sweet potatoes.', 'Dot potatoes with butter & sprinkle with pecans.', 'Bake until sauce is bubbly, about 25 minutes.']","[""orange zest"", ""brown sugar"", ""cinnamon"", ""pecans"", ""apricot nectar"", ""cornstarch"", ""sweet potatoes"", ""butter""]",cookpad.com/us/recipes/367486-sweet-potato-surprise,side,3448.0,17.0,8.0,The recipe clearly states 'Serves eight.' This provides a direct indication of the number of servings.,202.8,True,720.2,482.4,56.0,28.9,1837300.0,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,True
Sweet Potato Surprise,"['6 medium sweet potatoes (1278.0 g)', '324.0 g sugar', '26.9 g butter', '1.4 g cinnamon', '4.3 g vanilla', '165.0 g crushed pineapple', '146.4 g shredded coconut', '54.5 g chopped pecans', '100.0 g marshmallows']","['Cook potatoes until tender; drain.', 'Peel and slice lengthwise. Arrange in casserole.', 'Mix sugar, butter, cinnamon and vanilla; cook for 8 minutes or until butter is melted.', 'Add pineapple, coconut and pecans.', 'Pour over potatoes.', 'Bake for 20 minutes at 350°.', 'Top with marshmallows; bake until marshmallows are golden brown.', 'Serves eight.']","[""sugar"", ""vanilla"", ""marshmallows"", ""cinnamon"", ""pecans"", ""coconut"", ""sweet potatoes"", ""butter"", ""pineapple""]",www.cookbooks.com/Recipe-Details.aspx?id=817603,side,3990.8,20.0,8.0,The recipe clearly states 'Serves eight.' This provides a direct indication of the number of servings.,199.5,True,718.1,466.4,60.9,32.3,513853.0,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,True,False
